aluno	rede	escola	turma	port	sexo
3128	2	342574518	1165	448.88	1
3129	2	342574518	1165	468.51	1
3130	2	342574518	1165	422.57	1
3131	2	342574518	1165	481.12	1
3132	2	342574518	1165	520.6	1
3133	2	372411288	10001	477.29	1
3134	2	372411288	10001	430.14	1
3135	2	372411288	10001	518.16	1
3136	2	372411288	10001	457.72	1
3137	2	372411288	10001	412.51	1
3138	2	372411288	10001	487.16	1
3139	2	372411288	10001	524.99	1
3140	2	372411288	10001	398.76	2
3141	2	372411288	10001	449.79	2
3142	2	372411288	10001	453.1	2
3143	2	372411288	10002	377.79	2
3144	2	372411288	10002	195.38	2
3145	2	372411288	10002	473.67	2
3146	2	372411288	10002	339.03	2
3147	2	372411288	10002	431.64	2
3148	2	372411288	10002	438.95	2
3149	2	372411288	10002	445.23	2
3150	2	372411288	10002	495.4	2
3151	2	372411288	10002	455.12	2
3152	2	372411288	10002	384.13	2
3153	2	372411288	10002	439.21	2
3154	2	372411288	10002	408.35	2
3155	2	372411288	10002	510.52	2
3156	2	372411288	10002	449.17	2
3157	2	372418020	10003	486.64	2
3158	2	372418020	10003	528.41	2
3159	2	372418020	10003	493.99	2
3160	2	372418020	10003	457.38	1
3161	2	372418020	10003	582.74	1
3162	2	372418020	10003	497.82	1
3163	2	372418020	10003	526.27	1
3164	2	372418020	10003	519.31	1
3165	2	372418020	10003	509.34	1
3166	2	372418020	10003	505.35	1
3167	2	372418020	10003	522.4	1
3168	2	372418020	10003	526.82	1
3169	2	372418020	10003	503.97	1
3170	2	372418020	10003	502.64	1
3171	2	372418020	10004	235.69	1
3172	2	372418020	10004	639.08	1
3173	2	372418020	10004	505.97	1
3174	2	372418020	10004	457.81	1
3175	2	372418020	10004	509.34	1
3176	2	372418020	10004	538.24	1
3177	2	372418020	10004	477.45	1
3178	2	372751056	10005	550.74	1
3179	2	372751056	10005	593.96	2
3180	2	372751056	10005	593.96	2
3181	2	372751056	10005	550.13	2
3182	2	372751056	10005	504.27	2
3183	2	372751056	10005	522.55	2
3184	2	372751056	10005	529.77	2
3185	2	372751056	10005	498.88	2
3186	2	372751056	10005	587.15	2
3187	2	372751056	10005	550.13	2
3188	2	372751056	10006	550.13	2
3189	2	372751056	10006	593.96	2
3190	2	372751056	10006	516.08	2
3191	2	372751056	10006	554.56	2
3192	2	372751056	10006	593.96	2
3193	2	372751056	10006	556.84	2
3194	2	372751056	10006	550.13	2
3195	2	372751056	10006	456.69	2
3196	2	372759288	10007	550.13	2
3197	2	372759288	10007	501.31	2
3198	2	372759288	10007	480.31	2
3199	2	372759288	10007	550.13	1
3200	2	372759288	10007	550.13	1
3201	2	372759288	10007	550.13	1
3202	2	372759288	10007	550.13	1
3203	2	372759288	10007	608.84	1
3204	2	372759288	10007	453.65	1
3205	2	372759288	10007	567.1	1
3206	2	372759288	10008	537.98	1
3207	2	372759288	10008	432.84	1
3208	2	372759288	10008	531.63	1
3209	2	372759288	10008	512.09	1
3210	2	372759288	10008	492.87	1
3211	2	372759288	10008	472.61	1
3212	2	372759288	10008	419.94	1
3213	2	372759288	10008	446.07	1
3214	2	372759288	10008	498.78	1
3215	2	372759288	10008	458.75	1
3216	2	372759288	10008	567.1	1
3217	2	372759288	10008	492.86	1
3218	2	372759288	10008	463.36	2
3219	2	372759384	10009	478.59	2
3220	2	372759384	10009	507.32	2
3221	2	372759384	10009	396.85	2
3222	2	372759384	10009	430.45	2
3223	2	372759384	10009	559.52	2
3224	2	372759384	10009	559.52	2
3225	2	372759384	10009	588.66	2
3226	2	372759384	10009	543.68	2
3227	2	372759384	10009	556.51	2
3228	2	372759384	10009	575.03	2
3229	2	372759384	10010	318.42	2
3230	2	372759384	10010	541.4	2
3231	2	372759384	10010	459.11	2
3232	2	372759384	10010	414.55	2
3233	2	372764856	10011	513.42	2
3234	2	372764856	10011	491.43	2
3235	2	372764856	10011	484.06	2
3236	2	372764856	10011	460.86	2
3237	2	372764856	10011	471.9	2
3238	2	372764856	10011	575.03	1
3239	2	372764856	10011	409.39	1
3240	2	372764856	10011	486.89	1
3241	2	372764856	10011	462.62	1
3242	2	372764856	10011	473.52	1
3243	2	372764856	10012	585.89	1
3244	2	372764856	10012	585.89	1
3245	2	372764856	10012	483.96	1
3246	2	372764856	10012	490.13	1
3247	2	372764856	10012	492.44	1
3248	2	372764856	10012	532.6	1
3249	2	372764856	10012	516.54	1
3250	2	372764856	10012	436.39	1
3251	2	372764856	10012	421.85	1
3252	2	372764856	10012	424.66	1
3253	2	372764856	10012	485.15	1
3254	2	372764856	10012	409.55	1
3255	2	372764856	10013	545.87	1
3256	2	372764856	10013	570.17	1
3257	2	372764856	10013	337.99	2
3258	2	372764856	10013	443.23	2
3259	2	372764856	10013	485.15	2
3260	2	372952500	10014	474.84	2
3261	2	372952500	10014	489.24	2
3262	2	372952500	10014	510.3	2
3263	2	372952500	10014	496.04	2
3264	2	372952500	10014	485.92	2
3265	2	372952500	10014	409.73	2
3266	2	372952500	10014	451.3	2
3267	2	372952500	10014	492.69	2
3268	2	372952500	10014	501.79	2
3269	2	372952500	10014	466.23	2
3270	2	372952500	10014	500.67	2
3271	2	372952500	10015	580.86	2
3272	2	372952500	10015	513.27	2
3273	2	372952500	10015	355.86	2
3274	2	372952500	10015	370.77	2
3275	2	372952500	10015	484.29	2
3276	2	372952500	10015	528.25	2
3277	2	372952500	10015	558.09	1
3278	2	372952500	10015	418.49	1
3279	2	372952500	10015	480.73	1
3280	2	372952500	10015	530.78	1
3281	2	372952500	10015	593.97	1
3282	2	372952500	10016	593.97	1
3283	2	372952500	10016	495.51	1
3284	2	372952500	10016	530.78	1
3285	2	372952500	10016	446.07	1
3286	2	372954024	10017	502.92	1
3287	2	372954024	10017	508.89	1
3288	2	372954024	10017	528.25	1
3289	2	372954024	10017	468.01	1
3290	2	372954024	10017	480.79	1
3291	2	372954024	10017	480.94	1
3292	2	372954024	10017	497.55	1
3293	2	372954024	10017	484.55	1
3294	2	372954024	10017	562.91	1
3295	2	372954024	10017	562.91	1
3296	2	372954024	10017	528.25	2
3297	2	372954024	10017	482.71	2
3298	2	372954024	10017	517.29	2
3299	2	372954024	10017	515.76	2
3300	2	372954024	10017	489.27	2
3301	2	372954024	10017	466.36	2
3302	2	372954024	10017	456.24	2
3303	2	372954024	10017	468.64	2
3304	2	372954024	10017	525.79	2
3305	2	372954840	10018	492.77	2
3306	2	372954840	10018	454.94	2
3307	2	372954840	10018	527.98	2
3308	2	372954840	10018	441.54	2
3309	2	372954840	10018	484.82	2
3310	2	372954840	10018	486.56	2
3311	2	372954840	10018	464.14	2
3312	2	372954840	10018	528.69	2
3313	2	372954840	10018	564.5	2
3314	2	372954840	10018	276.39	2
3315	2	372954840	10018	479.45	2
3316	2	372954840	10018	509.61	1
3317	2	372954840	10018	450.87	1
3318	2	372954840	10018	384.82	1
3319	2	372954840	10018	473.92	1
3320	2	372954840	10018	247.8	1
3321	2	372954840	10019	457.18	1
3322	2	372954840	10019	394.43	1
3323	2	372954840	10019	461.76	1
3324	2	372954840	10019	432.55	1
3325	2	372954840	10019	542.84	1
3326	2	372954840	10019	431.15	1
3327	2	372954840	10019	492.53	1
3328	2	372954840	10019	441.32	1
3329	2	372954840	10019	372.66	1
3330	2	372954840	10019	381.09	1
3331	2	372954840	10019	365.06	1
3332	2	372954840	10019	438.65	1
3333	2	372954840	10019	362.92	1
3334	2	372954840	10019	377.16	1
3335	2	372954840	10019	397.93	2
3336	2	372954840	10020	377.52	2
3337	2	372954840	10020	390.47	2
3338	2	372954840	10020	357.31	2
3339	2	372954840	10020	281.72	2
3340	2	372954840	10020	369.02	2
3341	2	372954840	10020	403.36	2
3342	2	372954840	10020	567.71	2
3343	2	372955416	10021	272.98	2
3344	2	372955416	10021	334.56	2
3345	2	372955416	10021	384.85	2
3346	2	372955416	10021	331.88	2
3347	2	372955416	10021	512.74	2
3348	2	372955416	10021	462.37	2
3349	2	372955416	10021	446.17	2
3350	2	372955416	10021	367.76	2
3351	2	372955416	10021	517.37	2
3352	2	372955416	10021	558.51	2
3353	2	372955416	10021	558.51	2
3354	2	372955416	10021	558.51	2
3355	2	372955416	10022	436.15	1
3356	2	372955416	10022	558.51	1
3357	2	372955416	10022	473.27	1
3358	2	372955416	10022	519.62	1
3359	2	372955416	10022	595.07	1
3360	2	372955416	10022	415.65	1
3361	2	372955416	10022	481.61	1
3362	2	372955416	10022	481.61	1
3363	2	372955812	10023	506.61	1
3364	2	372955812	10023	559.2	1
3365	2	372955812	10023	600.27	1
3366	2	372955812	10023	600.27	1
3367	2	372955812	10023	600.27	1
3368	2	372955812	10023	519.54	1
3369	2	372955812	10023	543.03	1
3370	2	372955812	10023	600.27	1
3371	2	372955812	10023	491.37	1
3372	2	372955812	10023	470.41	1
3373	2	372955812	10023	524.13	1
3374	2	372955812	10023	600.67	2
3375	2	372955812	10023	477.79	2
3376	2	372955812	10023	270.82	2
3377	2	372955812	10023	430.38	2
3378	2	372957384	10024	326.73	2
3379	2	372957384	10024	302.77	2
3380	2	372957384	10024	326.71	2
3381	2	372957384	10024	368.39	2
3382	2	372957384	10024	435.75	2
3383	2	372957384	10024	602.72	2
3384	2	372957384	10024	512.5	2
3385	2	372957384	10024	433.25	2
3386	2	372957384	10024	576	2
3387	2	372957384	10024	512.88	2
3388	2	372957384	10024	489.69	2
3389	2	372957384	10024	396.03	2
3390	2	372957384	10024	332.8	2
3391	2	372957384	10024	364.41	2
3392	2	372957384	10025	411.46	2
3393	2	372957384	10025	346.41	2
3394	2	372957384	10025	357.07	1
3395	2	372957384	10025	496.11	1
3396	2	372957384	10025	391.85	1
3397	2	372957384	10025	466.67	1
3398	2	372957384	10025	537.35	1
3399	2	372957384	10025	456.12	1
3400	2	372957384	10025	519.77	1
3401	2	372957384	10025	531.14	1
3402	2	372957384	10025	420.34	1
3403	2	372957384	10025	399.05	1
3404	2	372958812	10026	454.25	1
3405	2	372958812	10026	479.85	1
3406	2	372958812	10026	509.57	1
3407	2	372958812	10026	385.84	1
3408	2	372958812	10026	409.41	1
3409	2	372958812	10026	443.11	1
3410	2	372958812	10026	341.3	1
3411	2	372958812	10026	326.53	1
3412	2	372958812	10026	364.69	1
3413	2	372958812	10026	279.45	2
3414	2	372958812	10026	388.97	2
3415	2	372958812	10026	544.24	2
3416	2	372958812	10026	488.58	2
3417	2	372958812	10026	478.96	2
3418	2	372958812	10026	499.39	2
3419	2	372958812	10027	527.02	2
3420	2	372958812	10027	446.72	2
3421	2	372958812	10027	471.84	2
3422	2	372958812	10027	450.49	2
3423	2	372958812	10027	469.83	2
3424	2	372958812	10027	455.55	2
3425	2	372958812	10027	505.37	2
3426	2	372958812	10027	535.42	2
3427	2	372959940	10028	450.5	2
3428	2	372959940	10028	477.03	2
3429	2	372959940	10028	446.9	2
3430	2	372959940	10028	482.85	2
3431	2	372959940	10028	418.47	2
3432	2	372959940	10028	486.57	2
3433	2	372959940	10028	518.78	1
3434	2	372959940	10028	461.9	1
3435	2	372959940	10028	480.7	1
3436	2	372959940	10028	511.79	1
3437	2	372959940	10028	525.93	1
3438	2	372959940	10028	523.34	1
3439	2	372959940	10028	471.52	1
3440	2	372959940	10028	420.36	1
3441	2	372959940	10028	535.71	1
3442	2	372959940	10028	484.62	1
3443	2	372959940	10028	556.66	1
3444	2	372963504	10029	539.95	1
3445	2	372963504	10029	590.57	1
3446	2	372963504	10029	556.8	1
3447	2	372963504	10029	546.85	1
3448	2	372963504	10029	649.71	1
3449	2	372963504	10029	649.71	1
3450	2	372963504	10029	526.51	1
3451	2	372963504	10029	539.26	1
3452	2	372963504	10029	574.55	2
3453	2	372963504	10029	625.91	2
3454	2	372963504	10029	597.69	2
3455	2	372963504	10029	378.35	2
3456	2	372963504	10029	610.87	2
3457	2	372963504	10029	564.08	2
3458	2	372963504	10029	540.73	2
3459	2	372963504	10029	640.6	2
3460	2	372963504	10029	576.26	2
3461	2	372963504	10030	572.2	2
3462	2	372963504	10030	556.72	2
3463	2	372963504	10030	378.64	2
3464	2	372963504	10030	600.2	2
3465	2	372963504	10030	545.3	2
3466	2	372963504	10030	548.18	2
3467	2	372963504	10030	458.6	2
3468	2	372963504	10030	472.96	2
3469	2	372964284	10031	534.58	2
3470	2	372964284	10031	293.07	2
3471	2	372964284	10031	470.22	2
3472	2	372964284	10031	507.2	1
3473	2	372964284	10031	507.63	1
3474	2	372964284	10031	269.11	1
3475	2	372964284	10031	507.39	1
3476	2	372964284	10031	389.18	1
3477	2	372964284	10031	219.66	1
3478	2	372964284	10031	598.55	1
3479	2	372964284	10032	579.29	1
3480	2	372964284	10032	412.97	1
3481	2	372964284	10032	289.22	1
3482	2	372964284	10032	334.44	1
3483	2	372964284	10032	353.29	1
3484	2	372964284	10032	340.73	1
3485	2	372964284	10032	288.43	1
3486	2	372964284	10032	403.25	1
3487	2	372964284	10032	279.04	1
3488	2	372964284	10032	288.67	1
3489	2	372964284	10032	380.78	1
3490	2	372964284	10033	303.09	1
3491	2	372964284	10033	380.82	2
3492	2	372964284	10033	295.19	2
3493	2	372964284	10033	411.14	2
3494	2	372964284	10033	351.07	2
3495	2	372964284	10033	294.32	2
3496	2	372964284	10033	352.98	2
3497	2	372964284	10033	369	2
3498	2	372964284	10033	436.15	2
3499	2	372964284	10033	416.86	2
3500	2	372964284	10033	194.71	2
3501	2	372964284	10033	276.17	2
3502	2	372964284	10033	259.83	2
3503	2	372964284	10033	351.72	2
3504	2	372964284	10033	216.53	2
3505	2	372964284	10033	390.96	2
3506	2	372964284	10033	405.97	2
3507	2	372964284	10033	296.15	2
3508	2	372964284	10033	465.87	2
3509	2	372964284	10033	479.91	2
3510	2	372964284	10033	528.25	2
3511	2	372971016	10034	414.64	1
3512	2	372971016	10034	422.81	1
3513	2	372971016	10034	465.6	1
3514	2	372971016	10034	439	1
3515	2	372971016	10034	448.9	1
3516	2	372971016	10034	469.17	1
3517	2	372971016	10034	437.07	1
3518	2	372971016	10034	327.3	1
3519	2	372971016	10034	441.4	1
3520	2	372971016	10034	540.22	1
3521	2	372971016	10034	416.96	1
3522	2	372971016	10034	425	1
3523	2	372971016	10034	212.75	1
3524	2	372971016	10034	374.32	1
3525	2	372971016	10034	368.29	1
3526	2	372971016	10034	424.49	1
3527	2	372971016	10034	416.83	1
3528	2	372971016	10034	593.1	1
3529	2	372971016	10034	593.1	1
3530	2	372991428	10035	673.07	2
3531	2	372991428	10035	673.07	2
3532	2	372991428	10035	553.27	2
3533	2	372991428	10035	553.63	2
3534	2	372991428	10035	485.02	2
3535	2	372991428	10035	480.73	2
3536	2	372991428	10035	443.5	2
3537	2	372991428	10035	577.86	2
3538	2	372991428	10035	630.7	2
3539	2	372991428	10035	511.9	2
3540	2	372991428	10035	590.18	2
3541	2	372991428	10035	630.7	2
3542	2	372991428	10035	630.7	2
3543	2	372991428	10035	630.7	2
3544	2	372991428	10035	502.1	2
3545	2	372991428	10035	605.26	2
3546	2	372991428	10036	542.46	2
3547	2	372991428	10036	605.26	2
3548	2	372991428	10036	574.74	2
3549	2	372991428	10036	504.01	2
3550	2	372997164	10037	568.03	1
3551	2	372997164	10037	581.11	1
3552	2	372997164	10037	408.78	1
3553	2	372997164	10037	417.23	1
3554	2	372997164	10037	527.63	1
3555	2	372997164	10037	534.54	1
3556	2	372997164	10037	534.54	1
3557	2	372997164	10037	607.61	1
3558	2	372997164	10037	579.82	1
3559	2	372997164	10037	519.81	1
3560	2	372997164	10038	554.59	1
3561	2	372997164	10038	529.65	1
3562	2	372997164	10038	557.28	1
3563	2	372997164	10038	549.03	1
3564	2	372997164	10038	507.5	1
3565	2	372997164	10038	496.51	1
3566	2	372997164	10038	540.94	1
3567	2	372997164	10038	567.3	1
3568	2	372997164	10038	569.8	1
3569	2	372997164	10038	537.69	2
3570	2	372997164	10038	468.4	2
3571	2	372997164	10038	504.18	2
3572	2	372997164	10038	500.8	2
3573	2	372997164	10038	532.76	2
3574	2	372997164	10038	551.65	2
3575	2	372997164	10038	328.24	2
3576	2	372997164	10038	429.97	2
3577	2	372997164	10038	329.91	2
3578	2	372997164	10038	549.59	2
3579	2	372997164	10038	634.04	2
3580	2	372997164	10038	573.02	2
3581	2	372997164	10039	579.01	2
3582	2	372997164	10039	462.42	2
3583	2	372997164	10039	476.24	2
3584	2	372997164	10039	297.47	2
3585	2	372997164	10039	556.18	2
3586	2	372997164	10039	433.4	2
3587	2	372997164	10039	372.58	2
3588	2	372997164	10039	477.24	2
3589	2	372997164	10039	572.22	1
3590	2	372997164	10039	366.31	1
3591	2	372997164	10039	527.8	1
3592	2	372997164	10039	483.43	1
3593	2	372997164	10039	444.66	1
3594	2	372997164	10039	467.71	1
3595	2	372997164	10040	479.58	1
3596	2	372997164	10040	278.35	1
3597	2	372997164	10040	428	1
3598	2	372997164	10040	456.45	1
3599	2	372997164	10040	440.15	1
3600	2	372997164	10040	316.52	1
3601	2	372997164	10040	365.45	1
3602	2	372997164	10040	291.59	1
3603	2	372997164	10040	433.17	1
3604	2	372997164	10040	501.7	1
3605	2	372997164	10040	403.08	1
3606	2	372997164	10040	348.18	1
3607	2	372997164	10040	428.89	1
3608	2	372997164	10040	539.12	2
3609	2	372997164	10041	674.45	2
3610	2	372997164	10041	674.45	2
3611	2	372997164	10041	520.89	2
3612	2	372997164	10041	523.27	2
3613	2	372997164	10041	488.48	2
3614	2	372997164	10041	606.12	2
3615	2	372997164	10041	598.59	2
3616	2	372997164	10041	674.45	2
3617	2	372997164	10041	536.28	2
3618	2	372997164	10041	540.43	2
3619	2	372997164	10041	508.63	2
3620	2	372997164	10041	551.11	2
3621	2	372997164	10041	623.49	2
3622	2	372997164	10041	574.85	2
3623	2	372997164	10041	574.85	2
3624	2	372997164	10041	479.36	2
3625	2	372997164	10041	495.44	2
3626	2	372997164	10041	663.73	2
3627	2	372997164	10041	527.22	2
3628	2	372997164	10041	418.58	1
3629	2	372997164	10041	510.03	1
3630	2	372997164	10041	663.73	1
3631	2	372997164	10041	593.59	1
3632	2	372997164	10041	600.31	1
3633	2	373025772	10042	613.92	1
3634	2	373025772	10042	663.73	1
3635	2	373025772	10042	501.26	1
3636	2	373025772	10042	564.67	1
3637	2	373025772	10042	484.13	1
3638	2	373025772	10042	663.73	1
3639	2	373025772	10042	663.73	1
3640	2	373025772	10042	593.59	1
3641	2	373025772	10042	384.26	1
3642	2	373025772	10042	663.73	1
3643	2	373025772	10042	603.57	1
3644	2	373025772	10042	586.85	1
3645	2	373025772	10043	438.85	1
3646	2	373025772	10043	458.42	1
3647	2	373025772	10043	442.75	2
3648	2	373025772	10043	354.64	2
3649	2	373025772	10043	496.57	2
3650	2	373025772	10043	556.25	2
3651	2	373025772	10043	532.28	2
3652	2	373025772	10043	509.2	2
3653	2	373025772	10043	535.75	2
3654	2	373025772	10043	541.46	2
3655	2	373025772	10043	367.37	2
3656	2	373025772	10043	552.1	2
3657	2	373025772	10043	530.19	2
3658	2	373025772	10043	476.58	2
3659	2	373025772	10044	556.25	2
3660	2	373025772	10044	460.37	2
3661	2	373025772	10044	471.91	2
3662	2	373025772	10044	530.19	2
3663	2	373025772	10044	524.09	2
3664	2	373025772	10044	540.84	2
3665	2	373025772	10044	480.9	2
3666	2	373025772	10044	485.02	2
3667	2	373025772	10044	556.25	1
3668	2	373025772	10044	556.25	1
3669	2	373025772	10044	479.49	1
3670	2	373025772	10044	518.9	1
3671	2	373025772	10044	570.47	1
3672	2	373025772	10044	446.41	1
3673	2	373025772	10044	556.25	1
3674	2	373025772	10044	492.98	1
3675	2	373025772	10045	513.77	1
3676	2	373025772	10045	540.26	1
3677	2	373025772	10045	540.26	1
3678	2	373025772	10045	540.26	1
3679	2	373025772	10045	427.03	1
3680	2	373025772	10045	445.2	1
3681	2	373025772	10045	513.59	1
3682	2	373025772	10045	396.45	1
3683	2	373025772	10045	533.02	1
3684	2	373025772	10045	524.9	1
3685	2	373025772	10045	386.99	1
3686	2	373025772	10045	461.91	2
3687	2	373025772	10045	461.83	2
3688	2	373025772	10045	418.25	2
3689	2	373025772	10045	376.28	2
3690	2	373025772	10045	471.9	2
3691	2	373025772	10045	423.83	2
3692	2	373025772	10045	444.01	2
3693	2	373025772	10045	494.07	2
3694	2	373025772	10046	494.07	2
3695	2	373025772	10046	497.84	2
3696	2	373025772	10046	595.96	2
3697	2	373025772	10046	488.85	2
3698	2	373025772	10046	372.03	2
3699	2	373025772	10046	465.9	2
3700	2	373025772	10046	398.66	2
3701	2	373025772	10046	450.17	2
3702	2	373025772	10046	462.93	2
3703	2	373025772	10046	476.44	2
3704	2	373025772	10046	479.45	2
3705	2	373025772	10046	524.98	2
3706	2	373025772	10046	520.39	1
3707	2	373025772	10046	582.74	1
3708	2	373025772	10046	453.28	1
3709	2	373025772	10046	453.1	1
3710	2	373025772	10046	446.76	1
3711	2	373025772	10046	537.41	1
3712	2	373025772	10046	424.82	1
3713	2	373025772	10046	617.64	1
3714	2	373025772	10046	370.79	1
3715	2	373025772	10046	313.15	1
3716	2	373025772	10046	471.54	1
3717	2	373025772	10046	499.46	1
3718	2	373025772	10046	523.88	1
3719	2	373139736	10047	555.26	1
3720	2	373139736	10047	482.21	1
3721	2	373139736	10047	643.64	1
3722	2	373139736	10047	426.32	1
3723	2	373139736	10047	626.81	1
3724	2	373139736	10047	630.27	1
3725	2	373139736	10047	584.67	2
3726	2	373139736	10047	615.92	2
3727	2	373139736	10047	630.99	2
3728	2	373139736	10047	630.77	2
3729	2	373139736	10047	585.77	2
3730	2	373139736	10047	570.97	2
3731	2	373139736	10047	630.77	2
3732	2	373139736	10047	644.82	2
3733	2	373139736	10047	581.8	2
3734	2	373139736	10047	675.44	2
3735	2	373139736	10048	524.04	2
3736	2	373139736	10048	630.77	2
3737	2	373139736	10048	585.77	2
3738	2	373139736	10048	502.08	2
3739	2	373139736	10048	640.76	2
3740	2	373139736	10048	675.44	2
3741	2	373139736	10048	584.67	2
3742	2	373139736	10048	675.44	2
3743	2	373139736	10048	501.02	2
3744	2	373139736	10048	534.96	2
3745	2	373139736	10048	437.65	1
3746	2	373139736	10048	443.88	1
3747	2	373139736	10048	539.97	1
3748	2	373139736	10048	364.4	1
3749	2	373139736	10048	530.1	1
3750	2	373139736	10048	514.05	1
3751	2	373139736	10048	523.42	1
3752	2	373139736	10048	394.17	1
3753	2	373139736	10048	547.65	1
3754	2	373139736	10048	471.33	1
3755	2	373139736	10048	504.7	1
3756	2	373139736	10048	553.52	1
3757	2	373139736	10048	373.45	1
3758	2	373684092	10049	439.23	1
3759	2	373684092	10049	347.04	1
3760	2	373684092	10049	440.34	1
3761	2	373684092	10049	439.24	1
3762	2	373684092	10049	438.58	1
3763	2	373684092	10049	547.8	1
3764	2	373684092	10049	367.47	2
3765	2	373684092	10049	547.95	2
3766	2	373684092	10049	532.5	2
3767	2	373684092	10049	444.92	2
3768	2	373684092	10049	411.61	2
3769	2	373684092	10049	457.74	2
3770	2	373684092	10049	469.33	2
3771	2	373684092	10049	488.43	2
3772	2	373684092	10049	483.92	2
3773	2	373684092	10049	464.68	2
3774	2	373684092	10049	389.66	2
3775	2	373684092	10049	480.69	2
3776	2	373684092	10049	495.2	2
3777	2	373684092	10049	430.12	2
3778	2	373684092	10049	512.91	2
3779	2	373684092	10049	482.05	2
3780	2	373684092	10049	475.76	2
3781	2	373684092	10049	475.36	2
3782	2	373684092	10049	483.66	2
3783	2	373684092	10049	387.43	2
3784	2	373684092	10049	438.88	1
3785	2	373684092	10049	561.75	1
3786	2	373684092	10049	480.94	1
3787	2	373684092	10049	663.39	1
3788	2	373684092	10049	502.72	1
3789	2	373684092	10049	508.89	1
3790	2	373684092	10049	464.02	1
3791	2	373684092	10049	473.97	1
3792	2	373684092	10049	567.2	1
3793	2	373684092	10049	435.72	1
3794	2	373684092	10049	561.75	1
3795	2	373684092	10049	469.73	1
3796	2	373685676	10050	482.8	1
3797	2	373685676	10050	476.1	1
3798	2	373685676	10050	549.32	1
3799	2	373685676	10050	315.24	1
3800	2	373685676	10050	495.91	1
3801	2	373685676	10050	464.31	1
3802	2	373685676	10050	395.63	1
3803	2	373685676	10050	663.39	2
3804	2	373685676	10050	323.84	2
3805	2	373685676	10050	673.07	2
3806	2	373685676	10050	421.67	2
3807	2	373685676	10050	488.18	2
3808	2	373685676	10050	399.6	2
3809	2	373685676	10050	430.12	2
3810	2	373685676	10050	452.33	2
3811	2	373685676	10050	431.53	2
3812	2	373685676	10050	548.81	2
3813	2	373685676	10050	466.75	2
3814	2	373685676	10051	468.98	2
3815	2	373685676	10051	475.88	2
3816	2	373685676	10051	494.34	2
3817	2	373685676	10051	351.24	2
3818	2	373685676	10051	544.58	2
3819	2	373685676	10051	462.34	2
3820	2	373685676	10051	472.7	2
3821	2	373685676	10051	404.38	2
3822	2	373685676	10051	519.05	2
3823	2	373685676	10051	607.85	1
3824	2	373685676	10051	677.3	1
3825	2	373685676	10051	595.88	1
3826	2	373685676	10051	677.3	1
3827	2	373685676	10051	677.3	1
3828	2	373685676	10051	677.3	1
3829	2	373685676	10051	613.36	1
3830	2	373685676	10051	578.02	1
3831	2	373687164	10052	595.88	1
3832	2	373687164	10052	677.3	1
3833	2	373687164	10052	677.3	1
3834	2	373687164	10052	623.53	1
3835	2	373687164	10052	575.18	1
3836	2	373687164	10052	540.57	1
3837	2	373687164	10052	677.3	1
3838	2	373687164	10052	677.3	1
3839	2	373687164	10052	677.3	1
3840	2	373687164	10052	553.27	1
3841	2	373687164	10052	524.65	1
3842	2	373687164	10052	677.3	2
3843	2	373687164	10052	625.91	2
3844	2	373687164	10052	677.3	2
3845	2	373687164	10052	677.3	2
3846	2	373687164	10052	677.3	2
3847	2	373687164	10052	677.3	2
3848	2	373687164	10052	623.53	2
3849	2	373687164	10052	677.3	2
3850	2	373687164	10052	628.53	2
3851	2	373687164	10053	623.53	2
3852	2	373687164	10053	640.25	2
3853	2	373687164	10053	603.55	2
3854	2	373687164	10053	640.25	2
3855	2	373687164	10053	564.93	2
3856	2	373687164	10053	615.33	2
3857	2	373687164	10053	585.1	2
3858	2	373687164	10053	493.1	2
3859	2	373687164	10053	603.55	2
3860	2	373687164	10053	603.55	2
3861	2	373687164	10053	640.25	2
3862	2	373687164	10053	640.25	1
3863	2	373687164	10053	640.25	1
3864	2	373687164	10053	600.93	1
3865	2	373687164	10053	555.15	1
3866	2	373687164	10053	576.71	1
3867	2	373687164	10053	587.29	1
3868	2	373687164	10053	615.33	1
3869	2	373687164	10053	569.73	1
3870	2	373687164	10053	640.25	1
3871	2	373687164	10053	499.06	1
3872	2	373687164	10053	511.05	1
3873	2	373687164	10053	438.91	1
3874	2	373687164	10053	459.03	1
3875	2	373687164	10053	381.6	1
3876	2	373687164	10053	507.19	1
3877	2	373687164	10053	552.29	1
3878	2	373689204	10054	482.31	1
3879	2	373689204	10054	606.46	1
3880	2	373689204	10054	569.64	1
3881	2	373689204	10054	572.5	2
3882	2	373689204	10054	483.09	2
3883	2	373689204	10054	540.12	2
3884	2	373689204	10054	495.95	2
3885	2	373689204	10054	470.45	2
3886	2	373689204	10054	437.2	2
3887	2	373689204	10054	564.9	2
3888	2	373689204	10054	503.88	2
3889	2	373689204	10054	609.49	2
3890	2	373689204	10054	530.68	2
3891	2	373689204	10054	569.64	2
3892	2	373689204	10054	453.61	2
3893	2	373689204	10054	450.85	2
3894	2	373689204	10054	458.73	2
3895	2	373689204	10054	541.4	2
3896	2	373689204	10054	618.2	2
3897	2	373689204	10054	539.91	2
3898	2	373689204	10054	600.58	2
3899	2	373689204	10054	420.59	2
3900	2	373689204	10054	492.2	2
3901	2	373690176	10055	502.99	1
3902	2	373690176	10055	234.2	1
3903	2	373690176	10055	462.49	1
3904	2	373690176	10055	483.42	1
